,company name,ratings,company_type,location,other_loc
286,Niva Bupa Health Insurance Company,3.9,Insurance, Bangalore / Bengaluru ,296 other locations
287,DS Group,4.1,FMCG, Bangalore / Bengaluru ,280 other locations
288,Suzlon Group,4.0,Power, Bangalore / Bengaluru ,142 other locations
289,ESAF Small Finance Bank,3.6,Banking, Bangalore / Bengaluru ,436 other locations
290,Fujitsu,3.8,IT Services & Consulting, Bangalore / Bengaluru ,41 other locations
291,Tata Elxsi,3.5,IT Services & Consulting, Bangalore / Bengaluru ,30 other locations
292,Eternal Limited,3.6,Internet, Bangalore / Bengaluru ,218 other locations
293,Apollo Tyres,4.0,Auto Components, Bangalore / Bengaluru ,181 other locations
294,Nokia,4.0,Telecom, Bangalore / Bengaluru ,166 other locations
295,VVDN Technologies,3.6,IT Services & Consulting, Bangalore / Bengaluru ,49 other locations
296,Ola Electric Mobility,3.3,Automobile, Bangalore / Bengaluru ,415 other locations
297,Indus Towers,3.6,Telecom, Bangalore / Bengaluru ,237 other locations
298,Sagility,3.9,BPO, Bangalore / Bengaluru ,27 other locations
299,Yazaki,3.9,Auto Components, Bangalore / Bengaluru ,93 other locations
300,IKS Health,3.5,Healthcare, Bangalore / Bengaluru ,31 other locations
301,UnitedHealth,4.0,Healthcare, Bangalore / Bengaluru ,17 other locations
302,Bharat Financial Inclusion,3.7,Financial Services, Bangalore / Bengaluru ,489 other locations
303,Fiserv,2.9,FinTech, Bangalore / Bengaluru ,32 other locations
304,Landmark Group,3.8,Retail, Bangalore / Bengaluru ,172 other locations
305,Shree Cement,3.8,Building Material, Bangalore / Bengaluru ,255 other locations
306,SRF,4.1,Chemicals, Bangalore / Bengaluru ,67 other locations
307,Britannia,4.0,FMCG, Bangalore / Bengaluru ,297 other locations
308,Blue Dart Express Ltd,3.9,Logistics, Bangalore / Bengaluru ,278 other locations
309,Whitehat jr,3.3,EdTech, Bangalore / Bengaluru ,49 other locations
310,Kansai Nerolac Paints,3.8,Chemicals, Bangalore / Bengaluru ,253 other locations
311,Exide Industries,3.4,Auto Components, Bangalore / Bengaluru ,198 other locations
312,Shell,3.9,Oil & Gas, Bangalore / Bengaluru ,90 other locations
313,Flex,3.9,Electronics Manufacturing, Bangalore / Bengaluru ,46 other locations
314,Capita,3.5,BPO, Bangalore / Bengaluru ,32 other locations
315,Dalmia Bharat Cement,3.9,Building Material, Bangalore / Bengaluru ,249 other locations
316,ElasticRun,3.6,Logistics, Bangalore / Bengaluru ,390 other locations
317,Micro Labs,3.6,Pharma, Bangalore / Bengaluru ,150 other locations
318,Nestl̩,3.8,FMCG, Bangalore / Bengaluru ,278 other locations
319,TVS Supply Chain Solutions,3.8,Logistics, Bangalore / Bengaluru ,152 other locations
320,Zepto,3.5,Internet, Bangalore / Bengaluru ,100 other locations
321,KFintech,3.4,Financial Services, Bangalore / Bengaluru ,113 other locations
322,KPMG Global Services,3.5,Management Consulting, Bangalore / Bengaluru ,37 other locations
323,G4S,4.0,Law Enforcement & Security, Bangalore / Bengaluru ,162 other locations
324,ZS,3.1,Management Consulting, Bangalore / Bengaluru ,16 other locations
325,Star Health & Allied Insurance,3.5,Insurance, Bangalore / Bengaluru ,326 other locations
326,Voltas,4.0,Consumer Electronics & Appliances, Bangalore / Bengaluru ,204 other locations
327,BlackBuck,3.7,Internet, Bangalore / Bengaluru ,365 other locations
328,Sahrudaya Healthcare (Medicover Hospitals),4.4,Healthcare, Bangalore / Bengaluru ,45 other locations
329,Sonalika Tractors,3.6,Automobile, Bangalore / Bengaluru ,191 other locations
330,Ajanta Pharma,3.9,Pharma, Bangalore / Bengaluru ,118 other locations
331,Blue Star,4.1,Consumer Electronics & Appliances, Bangalore / Bengaluru ,147 other locations
332,Care Health Insurance,3.5,Insurance, Bangalore / Bengaluru ,242 other locations
333,Domino's Pizza,3.9,Hospitality, Bangalore / Bengaluru ,246 other locations
334,ACT Fibernet,3.9,Telecom, Bangalore / Bengaluru ,56 other locations
335,GATI-KWE,3.9,Logistics, Bangalore / Bengaluru ,162 other locations
336,NoBroker,3.0,Internet, Bangalore / Bengaluru ,49 other locations
337,Tata Electronics,3.9,Semiconductors, Bangalore / Bengaluru ,48 other locations
338,Fortis Healthcare,4.0,Healthcare, Bangalore / Bengaluru ,69 other locations
339,Gallagher,3.7,Insurance, Bangalore / Bengaluru ,28 other locations
