,company_name,ratings,company_type,location,other_loc
409,Panasonic Life Solutions India,3.9,Consumer Electronics & Appliances, New Delhi ,168 other locations
410,Team Computers,3.7,IT Services & Consulting, New Delhi ,101 other locations
411,Endurance Technologies,3.9,Auto Components, New Delhi ,47 other locations
412,TCE,3.8,Engineering & Construction, New Delhi ,131 other locations
413,SBI Securities,3.6,Financial Services, New Delhi ,315 other locations
414,Lodha,4.1,Real Estate, New Delhi ,30 other locations
415,Whirlpool,4.0,Consumer Electronics & Appliances, New Delhi ,174 other locations
416,Star Union Dai-ichi Life Insurance,3.8,Insurance, New Delhi ,315 other locations
417,Indian Railways,4.2,Railways, New Delhi ,247 other locations
418,GlaxoSmithKline Pharmaceuticals,4.0,Pharma, New Delhi ,216 other locations
419,Adani Wilmar,4.0,FMCG, New Delhi ,198 other locations
420,Nokia Networks,4.1,Hardware & Networking, New Delhi ,87 other locations
421,Cisco,4.1,Hardware & Networking, New Delhi ,46 other locations
422,Bharti AXA Life Insurance,3.6,Insurance, New Delhi ,242 other locations
423,SBI General Insurance,3.5,Insurance, New Delhi ,284 other locations
424,Huawei Technologies,4.0,Telecom, New Delhi ,105 other locations
425,Shahi Exports,3.9,Fashion & Textile, New Delhi ,71 other locations
426,Meesho,3.7,Internet, New Delhi ,132 other locations
427,Coromandel International,4.1,Agro Chemicals, New Delhi ,180 other locations
428,Daikin Airconditioning India Pvt. Ltd.,4.1,Consumer Electronics & Appliances, New Delhi ,107 other locations
429,Ambuja Cements,3.8,Building Material, New Delhi ,252 other locations
430,ValueLabs,3.5,IT Services & Consulting, New Delhi ,20 other locations
431,Sify Technologies,3.7,IT Services & Consulting, New Delhi ,131 other locations
432,Allstate,3.6,Insurance, New Delhi ,16 other locations
433,Bank of Baroda,3.5,Banking, New Delhi ,295 other locations
434,Microsoft Corporation,3.7,Software Product, New Delhi ,47 other locations
435,Simplex Infrastructures,3.4,Engineering & Construction, New Delhi ,139 other locations
436,Ola Cabs,3.3,Internet, New Delhi ,111 other locations
437,BNP Paribas,3.7,Banking, New Delhi ,27 other locations
438,Life Insurance Corporation of India,4.4,Insurance, New Delhi ,469 other locations
439,BHEL,4.2,Electrical Equipment, New Delhi ,128 other locations
440,Cargill,4.0,Food Processing, New Delhi ,118 other locations
441,Spark Minda,3.8,Auto Components, New Delhi ,74 other locations
442,Pfizer,3.9,Pharma, New Delhi ,129 other locations
443,Force Motors,3.7,Automobile, New Delhi ,107 other locations
444,CAMS,3.6,Financial Services, New Delhi ,107 other locations
445,Generali Central Life Insurance,3.5,Insurance, New Delhi ,197 other locations
446,Power Mech Projects,3.8,Engineering & Construction, New Delhi ,149 other locations
447,upGrad,3.4,EdTech, New Delhi ,48 other locations
448,FirstCry,3.6,Retail, New Delhi ,209 other locations
449,Newgen Software Technologies,3.9,IT Services & Consulting, New Delhi ,32 other locations
450,Raymond Lifestyle Limited,4.1,Fashion & Textile, New Delhi ,147 other locations
451,Bharat Petroleum,4.2,Oil & Gas, New Delhi ,259 other locations
452,Poonawalla Fincorp,3.6,NBFC, New Delhi ,260 other locations
453,Mercedes-Benz Research and Development India,3.7,IT Services & Consulting, New Delhi ,51 other locations
454,Reliance Trends,4.1,Retail, New Delhi ,390 other locations
455,Renault-Nissan,4.1,Automobile, New Delhi ,86 other locations
456,Nuvoco Vistas,4.1,Building Material, New Delhi ,194 other locations
457,Extramarks Education,3.4,EdTech, New Delhi ,110 other locations
458,Saint-Gobain,3.9,Building Material, New Delhi ,101 other locations
459,Brakes India,3.9,Auto Components, New Delhi ,98 other locations
460,GAO Tek,4.4,Electrical Equipment, New Delhi ,39 other locations
461,ITC Hotels,4.1,Hospitality, New Delhi ,94 other locations
462,Kotak Securities,3.5,Financial Services, New Delhi ,138 other locations
463,Ninjacart,3.8,Internet, New Delhi ,114 other locations
464,Henry Harvin Education,3.5,EdTech, New Delhi ,33 other locations
465,Jio Platforms,3.3,IT Services & Consulting, New Delhi ,101 other locations
466,Delphi TVS,3.9,Auto Components, New Delhi ,58 other locations
467,State Street Syntel,3.7,Financial Services, New Delhi ,21 other locations
468,Reliance General Insurance,3.6,Insurance, New Delhi ,193 other locations
469,JK Tyre,3.6,Auto Components, New Delhi ,141 other locations
470,CitiusTech,3.2,IT Services & Consulting, New Delhi ,16 other locations
471,Biological E,4.2,Pharma, New Delhi ,71 other locations
472,SGS,3.8,Other, New Delhi ,145 other locations
473,Infinite Computer Solutions,3.3,IT Services & Consulting, New Delhi ,36 other locations
474,Senco Gold,4.4,Jewellery, New Delhi ,77 other locations
475,Morgan Stanley,3.6,Financial Services, New Delhi ,19 other locations
476,Novartis,4.1,Pharma, New Delhi ,75 other locations
477,YASH Technologies,3.7,IT Services & Consulting, New Delhi ,29 other locations
478,HSBC Electronic Data Processing,4.1,IT Services & Consulting, New Delhi ,19 other locations
479,SAP,4.1,Software Product, New Delhi ,53 other locations
480,EPAM Systems,3.7,IT Services & Consulting, New Delhi ,35 other locations
481,IDBI Bank,3.4,Banking, New Delhi ,328 other locations
482,AECOM,4.2,Engineering & Construction, New Delhi ,121 other locations
483,L&T Energy Hydrocarbon,3.8,Engineering & Construction, New Delhi ,87 other locations
484,Narayana Health,3.9,Healthcare, New Delhi ,64 other locations
485,Manipal Hospitals,4.1,Healthcare, New Delhi ,66 other locations
486,Paisabazaar.com,3.4,Internet, New Delhi ,36 other locations
487,Honeywell Automation,3.7,Industrial Automation, New Delhi ,77 other locations
488,R.R. Donnelley,3.7,Marketing & Advertising, New Delhi ,26 other locations
489,K12 Techno Services,3.6,EdTech, New Delhi ,41 other locations
490,Uflex,3.8,Packaging, New Delhi ,47 other locations
491,Aditya Birla Health Insurance Co,3.7,Insurance, New Delhi ,249 other locations
492,Dr Lal PathLabs,4.2,Healthcare, New Delhi ,201 other locations
493,Parle Products,3.9,FMCG, New Delhi ,239 other locations
494,Philips,3.8,Medical Equipment, New Delhi ,94 other locations
495,Microland,3.5,IT Services & Consulting, New Delhi ,46 other locations
496,Motherson Automotive Technologies and Engineering,3.8,Auto Components, New Delhi ,67 other locations
497,Gabriel India Limited,4.1,Auto Components, New Delhi ,51 other locations
498,Google,4.4,Software Product, New Delhi ,84 other locations
499,V-Guard Industries,4.3,Consumer Electronics & Appliances, New Delhi ,168 other locations
500,NCR Corporation,3.5,IT Services & Consulting, New Delhi ,89 other locations
501,Shadowfax Technologies,3.5,Logistics, New Delhi ,238 other locations
502,Crisil,3.5,Analytics & KPO, New Delhi ,81 other locations
503,Globiva,3.0,BPO, New Delhi ,27 other locations
504,Spinny,3.7,Internet, New Delhi ,62 other locations
505,Lucas-TVS,3.9,Auto Components, New Delhi ,75 other locations
506,Haier Appliances India,3.9,Consumer Electronics & Appliances, New Delhi ,154 other locations
507,CMS Infosystems,3.5,Software Product, New Delhi ,214 other locations
508,Trent,3.8,Retail, New Delhi ,142 other locations
509,CNH (Case New Holland),3.7,Industrial Machinery, New Delhi ,136 other locations
510,Safexpress,3.9,Logistics, New Delhi ,156 other locations
511,Angel One,3.6,FinTech, New Delhi ,133 other locations
512,G R Infraprojects,4.1,Engineering & Construction, New Delhi ,155 other locations
513,Adecco Group,3.8,Recruitment, New Delhi ,175 other locations
514,DHL Supply Chain,4.2,Logistics, New Delhi ,102 other locations
515,NTPC,4.2,Power, New Delhi ,123 other locations
516,Tata Power,3.9,Power, New Delhi ,150 other locations
517,Thomson Reuters,3.8,Software Product, New Delhi ,26 other locations
518,HTC Global Services,3.4,IT Services & Consulting, New Delhi ,32 other locations
519,Aadhar Housing Finance,4.1,NBFC, New Delhi ,320 other locations
520,Aye Finance,4.1,NBFC, New Delhi ,355 other locations
521,Iris Software,3.8,IT Services & Consulting, New Delhi ,24 other locations
522,Infinx,3.7,Software Product, New Delhi ,36 other locations
523,Trident Group,3.3,Fashion & Textile, New Delhi ,59 other locations
524,Hindustan Aeronautics,4.3,Defence & Aerospace, New Delhi ,63 other locations
525,TVS Sundram Fasteners,3.6,Auto Components, New Delhi ,66 other locations
526,KENT RO Systems,3.8,Consumer Electronics & Appliances, New Delhi ,150 other locations
527,Torrent Power,3.7,Power, New Delhi ,60 other locations
528,Aragen Life Sciences,3.9,Clinical Research, New Delhi ,31 other locations
529,PI Industries,3.8,Agro Chemicals, New Delhi ,104 other locations
530,ICICI Home Finance,3.7,Financial Services, New Delhi ,216 other locations
531,Honda Cars,4.3,Automobile, New Delhi ,117 other locations
532,Jindal Saw,4.0,Iron & Steel, New Delhi ,77 other locations
533,Medi Assist India,3.5,Insurance, New Delhi ,65 other locations
534,NeoSOFT,3.4,IT Services & Consulting, New Delhi ,24 other locations
535,Fusion CX,3.3,BPO, New Delhi ,55 other locations
536,Polycab Wires,3.9,Electrical Equipment, New Delhi ,167 other locations
537,AXA Business Services,3.9,IT Services & Consulting, New Delhi ,11 other locations
538,Sterling & Wilson,4.0,Engineering & Construction, New Delhi ,126 other locations
539,CSB Bank,3.2,Banking, New Delhi ,231 other locations
540,AkzoNobel,4.1,Chemicals, New Delhi ,159 other locations
541,Innovsource Services,3.9,Recruitment, New Delhi ,245 other locations
542,Capri Global Capital,3.6,NBFC, New Delhi ,325 other locations
543,Dhani Loans and Services,3.9,NBFC, New Delhi ,188 other locations
544,SS&C TECHNOLOGIES,3.3,IT Services & Consulting, New Delhi ,31 other locations
545,Infra.Market,4.0,Building Material, New Delhi ,127 other locations
546,Future Retail,4.4,Retail, New Delhi ,197 other locations
547,Cafe Coffee Day,3.7,Hospitality, New Delhi ,103 other locations
548,TELUS Digital,3.6,IT Services & Consulting, New Delhi ,25 other locations
549,MetLife,4.1,Insurance, New Delhi ,43 other locations
550,DIVI'S Laboratories,3.6,Pharma, New Delhi ,36 other locations
551,Kalyan Jewellers,4.4,Jewellery, New Delhi ,153 other locations
552,Verizon,3.6,Telecom, New Delhi ,10 other locations
553,Tata Communications Transformation Services,3.8,Telecom, New Delhi ,95 other locations
554,USHA International,4.1,Consumer Electronics & Appliances, New Delhi ,147 other locations
555,USV,4.0,Pharma, New Delhi ,106 other locations
556,Haldiram Foods International Limited,3.8,FMCG, New Delhi ,160 other locations
557,Reckitt Benckiser,4.0,FMCG, New Delhi ,135 other locations
558,BT Business,3.9,Telecom, New Delhi ,12 other locations
559,Vedantu,3.3,EdTech, New Delhi ,71 other locations
560,Hindustan Petroleum,4.2,Oil & Gas, New Delhi ,251 other locations
561,Godrej Properties,3.6,Real Estate, New Delhi ,34 other locations
562,Isgec Heavy Engineering,3.8,Engineering & Construction, New Delhi ,89 other locations
563,NEC,4.1,IT Services & Consulting, New Delhi ,55 other locations
564,Security and Intelligence Services (India),4.0,Law Enforcement & Security, New Delhi ,192 other locations
565,HDFC Securities,3.4,Financial Services, New Delhi ,183 other locations
566,Pine Labs,3.3,FinTech, New Delhi ,119 other locations
567,Bata,3.5,Fashion & Textile, New Delhi ,144 other locations
568,Indian Navy,4.6,Defence & Aerospace, New Delhi ,75 other locations
569,Metro Cash & Carry,4.0,Retail, New Delhi ,88 other locations
570,Exela Technologies,3.3,BPO, New Delhi ,26 other locations
571,First American Corporation,3.5,Insurance, New Delhi ,21 other locations
572,Digit Insurance,3.8,Insurance, New Delhi ,84 other locations
573,Air India,3.4,Aviation, New Delhi ,64 other locations
574,Mother Dairy Fruit & Vegetable,4.0,Food Processing, New Delhi ,127 other locations
575,Cavinkare,4.0,FMCG, New Delhi ,170 other locations
576,LivSpace,3.4,Architecture & Interior Design, New Delhi ,52 other locations
577,Sysnet Global Technologies,3.7,IT Services & Consulting, New Delhi ,151 other locations
578,NTT DATA Business Solutions,3.9,IT Services & Consulting, New Delhi ,32 other locations
579,FactSet,3.7,Analytics & KPO, New Delhi ,17 other locations
580,Adani Green Energy,3.9,Power, New Delhi ,113 other locations
581,Provana,4.0,BPO, New Delhi ,11 other locations
582,Yamaha Motor,4.1,Automobile, New Delhi ,152 other locations
583,Granules India Limited,3.8,Pharma, New Delhi ,22 other locations
584,Annapurna Finance,3.9,NBFC, New Delhi ,386 other locations
585,Orange Business,4.2,IT Services & Consulting, New Delhi ,51 other locations
586,Cushman & Wakefield,4.2,Real Estate, New Delhi ,44 other locations
587,Rane (Madras),3.9,Auto Components, New Delhi ,55 other locations
588,Frankfinn Institute of Air Hostess Training,3.9,Education & Training, New Delhi ,61 other locations
589,Medanta the Medicity,4.0,Healthcare, New Delhi ,47 other locations
590,HighRadius,2.6,Software Product, New Delhi ,16 other locations
591,DHL Express,4.1,Logistics, New Delhi ,92 other locations
592,JSW Bhushan Power & Steel,4.0,Iron & Steel, New Delhi ,64 other locations
593,Caterpillar Inc,4.1,Industrial Machinery, New Delhi ,44 other locations
594,TTEC India,3.7,BPO, New Delhi ,35 other locations
595,KONE,4.1,Software Product, New Delhi ,72 other locations
596,BA Continuum,3.9,IT Services & Consulting, New Delhi ,18 other locations
597,Tata Play,4.0,Broadcasting, New Delhi ,222 other locations
598,MagicBricks,4.1,Internet, New Delhi ,34 other locations
599,Hitachi Astemo,4.1,Auto Components, New Delhi ,51 other locations
600,Johnson & Johnson,4.0,Healthcare, New Delhi ,169 other locations
601,Matrimony.com,4.0,Internet, New Delhi ,64 other locations
602,L.G.Balakrishnan & Bros,3.5,Auto Components, New Delhi ,60 other locations
603,Procter & Gamble,4.0,FMCG, New Delhi ,250 other locations
604,Arvind Group,4.0,Fashion & Textile, New Delhi ,92 other locations
605,Compass Group Support Services,4.0,Facility Management Services, New Delhi ,75 other locations
606,Wipro Enterprises Ltd,3.8,FMCG, New Delhi ,121 other locations
607,CG Power and Industrial Solutions,3.8,Electrical Equipment, New Delhi ,90 other locations
608,Vardhman Fabrics,4.0,Fashion & Textile, New Delhi ,61 other locations
609,Hero Motors Company,3.9,Automobile, New Delhi ,228 other locations
610,Chegg,4.1,EdTech, New Delhi ,77 other locations
611,Rungta Mines,4.0,Metals & Mining, New Delhi ,55 other locations
612,HERE Technologies,3.8,IT Services & Consulting, New Delhi ,19 other locations
613,Suryoday Small Finance Bank,4.0,Banking, New Delhi ,224 other locations
614,CMA CGM,3.9,Ports & Shipping, New Delhi ,36 other locations
615,IIFL SAMASTA,3.7,NBFC, New Delhi ,397 other locations
616,BVG India,4.2,Facility Management Services, New Delhi ,127 other locations
617,Belrise Industries,3.7,Auto Components, New Delhi ,58 other locations
618,Patanjali Foods,3.8,FMCG, New Delhi ,226 other locations
619,Honda,4.1,Automobile, New Delhi ,226 other locations
620,Emami,3.8,FMCG, New Delhi ,173 other locations
621,Krishna Maruti,3.8,Auto Components, New Delhi ,50 other locations
622,Clover Infotech,3.4,IT Services & Consulting, New Delhi ,22 other locations
623,Orchids International School,3.8,Education & Training, New Delhi ,34 other locations
624,Tata Teleservices,3.8,Telecom, New Delhi ,135 other locations
625,Wockhardt,3.7,Pharma, New Delhi ,82 other locations
626,Marico,3.8,FMCG, New Delhi ,180 other locations
627,Coronis Ajuba Solutions,3.9,BPO, New Delhi ,31 other locations
628,Welspun Living Limited,3.9,Fashion & Textile, New Delhi ,83 other locations
629,ReNew,4.3,Power, New Delhi ,105 other locations
630,Satin Creditcare Network,3.9,NBFC, New Delhi ,320 other locations
631,Godrej Industries Group,3.9,Real Estate, New Delhi ,148 other locations
632,Toyota Kirloskar Motor,4.3,Automobile, New Delhi ,89 other locations
633,Tata 1mg,3.6,Internet, New Delhi ,64 other locations
634,iOPEX Technologies,3.2,IT Services & Consulting, New Delhi ,16 other locations
635,KFC,4.0,Hospitality, New Delhi ,172 other locations
636,Supreme Industries,4.0,Petrochemicals, New Delhi ,121 other locations
